,no,distribution,ratings_count,imdb_rating,title_year,movie_year,movie_title,imdb_id,douban_id,douban_rating,douban_ratings_count,douban_title,genre1,genre2,genre3
1839,5871,12211,389526,7.2,The Hunger Games (2012),2012,The Hunger Games,tt1392170,3592853,6.3,118844,The Hunger Games,Drama,Thriller,Thriller
1840,5872,2311,104233,7.6,The Hunt for Red October (1990),1990,The Hunt for Red October,tt0099810,1293830,7.6,5936,The Hunt for Red October,Biography,Drama,Drama
1841,5877,2311,211220,7.7,The Hurt Locker (2008),2008,The Hurt Locker,tt0887912,2028645,7.5,77022,The Hurt Locker,Drama,,
1842,5879,122100,7365,6.0,The I Inside (2004),2004,The I Inside,tt0369702,1309003,8.2,11031,Mar adentro,Drama,,
1843,5882,2211,37431,7.5,The Ice Storm (1997),1997,The Ice Storm,tt0119349,1300930,7.9,7574,The Ice Storm,Drama,Mystery,Mystery
1844,5884,13200,135138,7.2,The Ides of March (2011),2011,The Ides of March,tt1124035,3089571,6.9,22039,The Ides of March,Adventure,Fantasy,Fantasy
1845,5885,2311,203200,7.6,The Illusionist (2006),2006,The Illusionist,tt0443543,1467044,7.5,55286,The Illusionist,Action,Sci-Fi,Sci-Fi
1846,5886,12200,94189,6.9,The Imaginarium of Doctor Parnassus (2009),2009,The Imaginarium of Doctor Parnassus,tt1054606,2282449,6.9,27948,The Imaginarium of Doctor Parnassus,Animation,Action,Action
1847,5892,13200,211038,6.9,The Incredible Hulk (2008),2008,The Incredible Hulk,tt0800080,1866475,6.5,48777,The Incredible Hulk,Comedy,Crime,Crime
1848,5894,1221,307857,8.0,The Incredibles (2004),2004,The Incredibles,tt0317705,1291577,7.8,94637,The Incredibles,Biography,Drama,Drama
1849,5897,123100,41405,6.5,The Informant! (2009),2009,The Informant!,tt1130080,2348020,6.9,6775,The Informant!,Mystery,Thriller,Thriller
1850,5901,1321,102850,7.9,The Insider (1999),1999,The Insider,tt0140352,1292660,8.0,10584,The Insider,Comedy,Fantasy,Fantasy
1851,5904,123100,69772,6.4,The Interpreter (2005),2005,The Interpreter,tt0373926,1291823,6.4,12404,The Interpreter,Animation,Action,Action
1852,5906,122100,68857,6.3,The Invention of Lying (2009),2009,The Invention of Lying,tt1058017,3440481,6.6,6429,The Invention of Lying,Biography,Drama,Drama
1853,5910,1212,84459,7.9,The Iron Giant (1999),1999,The Iron Giant,tt0129167,1293863,8.5,6380,The Iron Giant,Action,Adventure,Adventure
1854,5911,122100,52093,6.3,The Iron Lady (2011),2011,The Iron Lady,tt1007029,3073158,7.6,40371,The Iron Lady,Action,Crime,Crime
1855,5912,13200,195088,6.8,The Island (2005),2005,The Island,tt0399201,1395776,6.8,41828,The Island,Drama,Mystery,Mystery
1856,5915,13200,199536,6.9,The Italian Job (2003),2003,The Italian Job,tt0317740,1301345,7.4,55997,The Italian Job,Comedy,Drama,Drama
1857,5917,12211,70369,7.0,The Jacket (2005),2005,The Jacket,tt0366627,1308993,7.2,8512,The Jacket,Drama,,
1858,5918,12200,16009,6.8,The Jane Austen Book Club (2007),2007,The Jane Austen Book Club,tt0866437,2083967,7.4,9026,The Jane Austen Book Club,Action,Drama,Drama
1859,5923,1212,10360,7.2,The Joy Luck Club (1993),1993,The Joy Luck Club,tt0107282,1299923,8.3,12348,The Joy Luck Club,Comedy,Drama,Drama
1860,5929,122100,79976,6.2,The Karate Kid (2010),2010,The Karate Kid,tt1155076,3074503,6.2,48881,The Karate Kid,Comedy,Drama,Drama
1861,5934,1222,33990,8.3,The Kid (1921),1921,The Kid,tt0012349,1293270,9.1,7050,The Kid,Biography,Drama,Drama
1862,5936,13200,80921,7.1,The Kids Are All Right (2010),2010,The Kids Are All Right,tt0842926,3569969,7.4,22930,The Kids Are All Right,Drama,,
1863,5947,1321,281117,8.1,The King's Speech (2010),2010,The King's Speech,tt1504320,4023638,8.2,213198,The King's Speech,Comedy,Crime,Crime
1864,5950,2311,53402,7.6,The Kite Runner (2007),2007,The Kite Runner,tt0419887,1937502,8.1,62098,The Kite Runner,Drama,Fantasy,Fantasy
1865,5957,122100,63759,6.1,The Ladykillers (2004),2004,The Ladykillers,tt0335245,1308842,6.9,5959,The Ladykillers,Action,Adventure,Adventure
1866,5959,12101,83091,6.7,The Lake House (2006),2006,The Lake House,tt0410297,1474180,7.5,61382,The Lake House,Biography,Drama,Drama
1867,5961,1001110000,81419,4.4,The Last Airbender (2010),2010,The Last Airbender,tt0938283,2363919,4.6,13307,The Last Airbender,Crime,Drama,Drama
1868,5967,2311,47106,7.8,The Last Emperor (1987),1987,The Last Emperor,tt0093389,1293172,8.5,72211,The Last Emperor,Biography,Drama,Drama
1869,5971,12100,47460,6.5,The Last House on the Left (2009),2009,The Last House on the Left,tt0844708,2977357,6.4,6834,The Last House on the Left,Action,Drama,Drama
1870,5972,2310,106929,7.7,The Last King of Scotland (2006),2006,The Last King of Scotland,tt0455590,1900848,7.8,12655,The Last King of Scotland,Drama,Romance,Romance
1871,5978,2311,219627,7.7,The Last Samurai (2003),2003,The Last Samurai,tt0325710,1299383,7.5,30503,The Last Samurai,Action,Crime,Crime
1872,5980,1000111101,34727,5.3,The Last Song (2010),2010,The Last Song,tt1294226,3230121,6.8,9276,The Last Song,Biography,Drama,Drama
1873,5981,122100,61842,6.4,The Last Stand (2013),2013,The Last Stand,tt1549920,4156402,6.8,12524,The Last Stand,Action,Adventure,Adventure
1874,5983,13200,11449,6.9,The Last Station (2009),2009,The Last Station,tt0824758,2132475,7.4,8654,The Last Station,Action,Adventure,Adventure
1875,5990,1212,80073,7.7,The Last of the Mohicans (1992),1992,The Last of the Mohicans,tt0104691,1296973,7.5,5116,The Last of the Mohicans,Action,Adventure,Adventure
1876,5994,121000,97254,5.6,The League of Extraordinary Gentlemen (2003),2003,The League of Extraordinary Gentlemen,tt0311429,1303910,6.8,13633,The League of Extraordinary Gentlemen,Drama,,
1877,5998,122000,48387,5.8,The Legend of Zorro (2005),2005,The Legend of Zorro,tt0386140,1309042,6.8,19427,The Legend of Zorro,Drama,Crime,Crime
1878,6000,112101,25926,6.3,The Libertine (2004),2004,The Libertine,tt0375920,1394490,7.3,5163,The Libertine,Crime,Drama,Drama
1879,6008,2311,63538,7.4,The Life of David Gale (2003),2003,The Life of David Gale,tt0289992,1305725,8.6,29388,The Life of David Gale,Animation,Adventure,Adventure
1880,6011,13310,113580,7.3,The Lincoln Lawyer (2011),2011,The Lincoln Lawyer,tt1189340,2996790,7.6,18306,The Lincoln Lawyer,Animation,Comedy,Comedy
1881,6012,1223,350843,8.4,The Lion King (1994),1994,The Lion King,tt0110357,1301753,8.7,177661,The Lion King,Animation,Adventure,Adventure
1882,6013,12101,15627,6.5,The Lion King 1½ (2004) (V),2004,The Lion King 1½,tt0318403,1401604,7.7,11894,The Lion King 1½,Animation,Family,Family
1883,6014,122101,25938,6.2,The Lion King II: Simba's Pride (1998) (V),1998,The Lion King II: Simba's Pride,tt0120131,1301757,7.5,27037,The Lion King II: Simba's Pride,Adventure,Comedy,Comedy
1884,6018,12212,93486,7.5,The Little Mermaid (1989),1989,The Little Mermaid,tt0097757,1293120,8.1,25778,The Little Mermaid,Action,Adventure,Adventure
1885,6023,1001111001,18210,4.9,The Lizzie McGuire Movie (2003),2003,The Lizzie McGuire Movie,tt0306841,1298297,6.6,16872,The Lizzie McGuire Movie,Comedy,Crime,Crime
1886,6024,12101,43953,6.7,The Lone Ranger (2013),2013,The Lone Ranger,tt1210819,3024838,7.1,18708,The Lone Ranger,Animation,Comedy,Comedy
1887,6032,122100,86390,6.2,The Longest Yard (2005),2005,The Longest Yard,tt0398165,1309050,7.4,11563,The Longest Yard,Action,Adventure,Adventure
1888,6034,122101,52196,6.3,The Lorax (2012),2012,The Lorax,tt1482459,3893805,6.5,16861,Dr. Seuss' The Lorax,Action,Adventure,Adventure
1889,6036,124,762845,8.8,The Lord of the Rings: The Fellowship of the Ring (2001),2001,The Lord of the Rings: The Fellowship of the Ring,tt0120737,1291571,8.8,177008,The Lord of the Rings: The Fellowship of the Ring,Action,Adventure,Adventure
1890,6037,124,738966,8.9,The Lord of the Rings: The Return of the King (2003),2003,The Lord of the Rings: The Return of the King,tt0167260,1291552,9.0,165377,The Lord of the Rings: The Return of the King,Action,Adventure,Adventure
1891,6038,123,662619,8.7,The Lord of the Rings: The Two Towers (2002),2002,The Lord of the Rings: The Two Towers,tt0167261,1291572,8.8,156643,The Lord of the Rings: The Two Towers,Drama,Fantasy,Fantasy
1892,6044,122100,168879,6.4,The Lost World: Jurassic Park (1997),1997,The Lost World: Jurassic Park,tt0119567,1293702,7.4,43748,The Lost World: Jurassic Park,Drama,Romance,Romance
1893,6048,12100,87946,6.6,The Lovely Bones (2009),2009,The Lovely Bones,tt0380510,1892531,6.9,53140,The Lovely Bones,Drama,Thriller,Thriller
1894,6049,112101,35689,6.2,The Lucky One (2012),2012,The Lucky One,tt1327194,3291376,6.3,6442,The Lucky One,Crime,Drama,Drama
1895,6051,2311,186299,7.7,The Machinist (2004),2004,The Machinist,tt0361862,1309160,7.5,52344,The Machinist,Drama,Sci-Fi,Sci-Fi
1896,6067,2311,65606,7.6,The Man Who Wasn't There (2001),2001,The Man Who Wasn't There,tt0243133,1306032,8.3,5926,The Man Who Wasn't There,Action,Adventure,Adventure
1897,6070,1222,79433,7.9,The Man from Earth (2007),2007,The Man from Earth,tt0756683,2300586,8.4,84436,The Man from Earth,Action,,
1898,6071,122100,85306,6.3,The Man in the Iron Mask (1998/I),1998,The Man in the Iron Mask (1998/I),tt0120744,1292798,6.8,9939,The Man in the Iron Mask,Animation,Family,Family
1899,6076,1121000,37347,5.4,The Man with the Iron Fists (2012),2012,The Man with the Iron Fists,tt1258972,3148013,5.6,12368,The Man with the Iron Fists,Comedy,Crime,Crime
1900,6080,2211,15960,7.5,The Many Adventures of Winnie the Pooh (1977),1977,The Many Adventures of Winnie the Pooh,tt0076363,1296684,8.0,5879,The Many Adventures of Winnie the Pooh,Action,Adventure,Adventure
1901,6083,13100,166053,6.8,The Mask (1994),1994,The Mask,tt0110475,1297570,7.7,104815,The Mask,Drama,,
1902,6084,23100,97099,6.7,The Mask of Zorro (1998),1998,The Mask of Zorro,tt0120746,1293225,7.3,13365,The Mask of Zorro,Action,Adventure,Adventure
1903,6086,12211,56625,7.1,The Master (2012),2012,The Master,tt1560747,6433905,7.0,6717,The Master,Action,Sci-Fi,Sci-Fi
1904,6089,123,746094,8.7,The Matrix (1999),1999,The Matrix,tt0133093,1291843,8.7,158775,The Matrix,Action,Adventure,Adventure
1905,6090,12211,298988,7.1,The Matrix Reloaded (2003),2003,The Matrix Reloaded,tt0234215,1304141,8.1,86643,The Matrix Reloaded,Action,Crime,Crime
1906,6091,12101,259648,6.6,The Matrix Revolutions (2003),2003,The Matrix Revolutions,tt0242653,1302467,8.2,84728,The Matrix Revolutions,Comedy,Action,Action
1907,6094,23100,81111,6.5,The Mechanic (2011),2011,The Mechanic,tt0472399,3006783,6.6,57117,The Mechanic,Comedy,War,War
1908,6095,1211000,19581,4.9,The Medallion (2003),2003,The Medallion,tt0288045,1308110,5.5,9434,飞龙再生,Drama,Romance,Romance
1909,6096,122100,82533,6.3,The Men Who Stare at Goats (2009),2009,The Men Who Stare at Goats,tt1234548,3075921,6.5,11296,The Men Who Stare at Goats,Adventure,Comedy,Comedy
1910,6097,12210,23420,7.0,The Merchant of Venice (2004),2004,The Merchant of Venice,tt0379889,1309121,7.4,6979,The Merchant of Venice,Horror,Mystery,Mystery
1911,6101,122100,65619,6.0,The Mexican (2001),2001,The Mexican,tt0236493,1301888,6.8,5297,The Mexican,Horror,Sci-Fi,Sci-Fi
1912,6102,122100,35237,6.2,The Midnight Meat Train (2008),2008,The Midnight Meat Train,tt0805570,2032341,6.0,10221,The Midnight Meat Train,Action,Adventure,Adventure
1913,6112,12211,154531,7.2,The Mist (2007),2007,The Mist,tt0884328,1945330,7.7,75773,The Mist,Action,Adventure,Adventure
1914,6123,13200,220780,6.9,The Mummy (1999),1999,The Mummy,tt0120616,1295229,7.6,73465,The Mummy,Action,Adventure,Adventure
1915,6124,122100,174597,6.2,The Mummy Returns (2001),2001,The Mummy Returns,tt0209163,1298586,7.3,58199,The Mummy Returns,Comedy,Drama,Drama
1916,6125,1221000,80238,5.2,The Mummy: Tomb of the Dragon Emperor (2008),2008,The Mummy: Tomb of the Dragon Emperor,tt0859163,1997679,5.1,47452,The Mummy: Tomb of the Dragon Emperor,Action,Crime,Crime
1917,6138,122100,34218,6.0,The Nanny Diaries (2007),2007,The Nanny Diaries,tt0489237,1892510,6.7,28102,The Nanny Diaries,Crime,Drama,Drama
1918,6141,13210,81240,7.2,The Negotiator (1998),1998,The Negotiator,tt0120768,1293434,8.2,37375,The Negotiator,Animation,Family,Family
1919,6151,12311,103110,7.3,The Next Three Days (2010),2010,The Next Three Days,tt1458175,3808604,7.8,45432,The Next Three Days,Mystery,Thriller,Thriller
1920,6156,1212,156358,8.0,The Nightmare Before Christmas (1993),1993,The Nightmare Before Christmas,tt0107688,1297131,8.2,57946,The Nightmare Before Christmas,Drama,Romance,Romance
1921,6158,12100,102356,6.6,The Ninth Gate (1999),1999,The Ninth Gate,tt0142688,1294789,7.1,20840,The Ninth Gate,Drama,Mystery,Mystery
1922,6159,1213,252883,7.9,The Notebook (2004),2004,The Notebook,tt0332280,1309163,8.4,159264,The Notebook,Comedy,Drama,Drama
1923,6161,122100,123350,6.2,The Number 23 (2007),2007,The Number 23,tt0481369,1578643,6.4,11165,The Number 23,Action,Sci-Fi,Sci-Fi
1924,6170,12101,21513,6.4,The Odd Life of Timothy Green (2012),2012,The Odd Life of Timothy Green,tt1462769,3819871,7.7,20977,The Odd Life of Timothy Green,Comedy,,
1925,6175,122000,60869,5.8,The One (2001),2001,The One,tt0267804,1305067,5.6,13490,The One,Biography,Drama,Drama
1926,6176,12101,11284,6.1,The Onion Movie (2008),2008,The Onion Movie,tt0392878,3003137,7.6,39049,The Onion Movie,Action,Comedy,Comedy
1927,6181,22100,59658,6.7,The Other Boleyn Girl (2008),2008,The Other Boleyn Girl,tt0467200,1863955,6.8,47056,The Other Boleyn Girl,Drama,Horror,Horror
1928,6182,22100,123720,6.6,The Other Guys (2010),2010,The Other Guys,tt1386588,3569915,5.8,7145,The Other Guys,Crime,Mystery,Mystery
1929,6185,2311,190911,7.6,The Others (2001),2001,The Others,tt0230600,1301459,7.9,79613,The Others,Action,Comedy,Comedy
1930,6190,122100,16646,6.1,The Oxford Murders (2008),2008,The Oxford Murders,tt0488604,1950192,6.6,17230,The Oxford Murders,Drama,Romance,Romance
1931,6191,1121000,44202,5.3,The Pacifier (2005),2005,The Pacifier,tt0395699,1308991,6.6,17395,The Pacifier,Adventure,Comedy,Comedy
1932,6194,2311,57897,7.4,The Painted Veil (2006),2006,The Painted Veil,tt0446755,1441238,7.9,62366,The Painted Veil,Drama,,
1933,6203,122101,50553,6.1,The Parent Trap (1998),1998,The Parent Trap,tt0120783,1297102,8.1,80579,The Parent Trap,Action,Drama,Drama
1934,6205,1112,141439,7.0,The Passion of the Christ (2004),2004,The Passion of the Christ,tt0335345,1308750,7.6,18298,The Passion of the Christ,Biography,Drama,Drama
1935,6207,12211,147661,7.0,The Patriot (2000),2000,The Patriot,tt0187393,1293934,7.9,18265,The Patriot,Comedy,Family,Family
1936,6211,13210,55008,7.2,The People vs. Larry Flynt (1996),1996,The People vs. Larry Flynt,tt0117318,1298989,7.8,6078,The People vs Larry Flynt,Action,Adventure,Adventure
1937,6213,1111001,16456,5.2,The Perfect Man (2005),2005,The Perfect Man,tt0380623,1419939,6.3,12699,The Perfect Man,Drama,Romance,Romance
1938,6215,122100,101045,6.3,The Perfect Storm (2000),2000,The Perfect Storm,tt0177971,1293815,7.3,13725,The Perfect Storm,Drama,Musical,Musical
1939,6216,1222,170610,8.0,The Perks of Being a Wallflower (2012),2012,The Perks of Being a Wallflower,tt1659337,4847665,7.9,64772,The Perks of Being a Wallflower,Biography,Drama,Drama
1940,6221,1112,72591,7.2,The Phantom of the Opera (2004),2004,The Phantom of the Opera,tt0293508,1291554,8.3,85317,The Phantom of the Opera,Drama,Romance,Romance
1941,6224,232,288228,8.5,The Pianist (2002),2002,The Pianist,tt0253474,1296736,8.9,120684,The Pianist,Drama,Romance,Romance
1942,6225,2211,47872,7.5,The Piano (1993),1993,The Piano,tt0107822,1293818,8.0,51024,The Piano,Adventure,Comedy,Comedy
1943,6227,11111,8762,6.5,The Pillow Book (1996),1996,The Pillow Book,tt0114134,1296579,6.5,6395,The Pillow Book,Adventure,Comedy,Comedy
1944,6229,111000,48297,5.3,The Pink Panther (2006),2006,The Pink Panther,tt0383216,1309047,7.1,20728,The Pink Panther,Animation,Adventure,Adventure
1945,6230,121000,22576,5.3,The Pink Panther 2 (2009),2009,The Pink Panther 2,tt0838232,2133413,6.8,10940,The Pink Panther 2,Crime,Drama,Drama
1946,6232,23100,27057,6.7,The Pirates! In an Adventure with Scientists! (2012),2012,The Pirates! In an Adventure with Scientists!,tt1430626,3718709,6.9,7570,The Pirates! In an Adventure with Scientists!,Animation,Adventure,Adventure
1947,6233,12311,82715,7.4,The Place Beyond the Pines (2012),2012,The Place Beyond the Pines,tt1817273,5966609,6.9,7012,The Place Beyond the Pines,Animation,Action,Action
1948,6238,122100,74064,6.5,The Polar Express (2004),2004,The Polar Express,tt0338348,1306785,7.3,23754,The Polar Express,Drama,Mystery,Mystery
1949,6247,112101,5830,6.0,The Powerpuff Girls (2002),2002,The Powerpuff Girls,tt0289408,1302661,8.0,13555,The Powerpuff Girls,Comedy,Romance,Romance
1950,6250,1232,483277,8.4,The Prestige (2006),2006,The Prestige,tt0482571,1780330,8.7,189007,The Prestige,Animation,Adventure,Adventure
1951,6252,121100,21513,5.7,The Prince & Me (2004),2004,The Prince & Me,tt0337697,1309124,6.5,14315,The Prince & Me,Comedy,Family,Family
1952,6253,12111,58599,6.8,The Prince of Egypt (1998),1998,The Prince of Egypt,tt0120794,1291587,7.8,21208,The Prince of Egypt,Comedy,Drama,Drama
1953,6256,122101,57129,5.9,The Princess Diaries (2001),2001,The Princess Diaries,tt0247638,1305065,7.3,132496,The Princess Diaries,Animation,Family,Family
1954,6257,121001,30634,5.4,The Princess Diaries 2: Royal Engagement (2004),2004,The Princess Diaries 2: Royal Engagement,tt0368933,1308753,6.7,76611,The Princess Diaries 2: Royal Engagement,Comedy,Drama,Drama
1955,6258,12211,56205,7.1,The Princess and the Frog (2009),2009,The Princess and the Frog,tt0780521,1949005,7.1,28361,The Princess and the Frog,Action,Crime,Crime
1956,6261,122100,8053,6.3,The Private Lives of Pippa Lee (2009),2009,The Private Lives of Pippa Lee,tt1134629,2299395,6.8,6319,The Private Lives of Pippa Lee,Biography,Drama,Drama
1957,6272,122100,91450,6.3,The Punisher (2004),2004,The Punisher,tt0330793,1305686,6.2,7409,The Punisher,Biography,Drama,Drama
1958,6276,1321,217267,7.8,The Pursuit of Happyness (2006),2006,The Pursuit of Happyness,tt0454921,1849031,8.8,324653,The Pursuit of Happyness,Drama,Romance,Romance
1959,6277,12310,62819,7.4,The Queen (2006),2006,The Queen,tt0436697,1866264,7.6,44221,The Queen,Comedy,Romance,Romance
1960,6289,2311,131287,7.6,The Reader (2008),2008,The Reader,tt0976051,2213597,8.4,192215,The Reader,Action,Crime,Crime
1961,6292,122100,26696,6.3,The Rebound (2009),2009,The Rebound,tt1205535,3017655,6.9,22923,The Rebound,Drama,Horror,Horror
1962,6293,23100,84424,6.5,The Recruit (2003),2003,The Recruit,tt0292506,1300292,6.9,12546,The Recruit,Action,Adventure,Adventure
1963,6314,122100,56466,5.9,The Rite (2011),2011,The Rite,tt1161864,2998340,6.5,8386,The Rite,Comedy,Musical,Musical
1964,6321,12211,196298,7.3,The Rock (1996),1996,The Rock,tt0117500,1292728,8.4,91411,The Rock,Comedy,Drama,Drama
1965,6324,1112,71242,7.2,The Rocky Horror Picture Show (1975),1975,The Rocky Horror Picture Show,tt0073629,1292050,8.0,7778,The Rocky Horror Picture Show,Horror,Thriller,Thriller
1966,6331,1212,144718,7.5,The Royal Tenenbaums (2001),2001,The Royal Tenenbaums,tt0265666,1306031,8.0,6837,The Royal Tenenbaums,Comedy,Drama,Drama
1967,6333,122100,47606,5.8,The Ruins (2008),2008,The Ruins,tt0963794,2132486,6.2,8385,The Ruins,Biography,Drama,Drama
1968,6335,122100,62546,6.2,The Rum Diary (2011),2011,The Rum Diary,tt0376136,1765014,6.0,9753,The Rum Diary,Action,Adventure,Adventure
1969,6336,22101,29130,6.5,The Runaways (2010),2010,The Runaways,tt1017451,3072822,6.8,12875,The Runaways,Comedy,Music,Music
1970,6337,23100,61442,6.6,The Rundown (2003),2003,The Rundown,tt0327850,1306713,6.5,6164,The Rundown,Action,Crime,Crime
1971,6351,12201,139058,7.0,The School of Rock (2003),2003,The School of Rock,tt0332379,1308620,7.6,30905,The School of Rock,Action,Adventure,Adventure
1972,6352,23200,77523,6.8,The Score (2001),2001,The Score,tt0227445,1296867,6.9,6377,The Score,Documentary,,
1973,6353,1221000,68857,5.4,The Scorpion King (2002),2002,The Scorpion King,tt0277296,1306610,6.3,17276,The Scorpion King,Animation,Adventure,Adventure
